date,jackpot_winner,second winner,,,,,,,,jackpot_winner,jnum_1,jwinner_1,jnum_2,jwinner_2,jnum_3,jwinner_3,jnum_4,jwinner_4,j_amt_col,j_num_col
8/24/12,[' '],"[' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/28/12,[' '],"[' 1  Maryland', ' 1  Massachusetts', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/31/12,[' '],"[' 1  Arkansas', ' 2  California', ' 1  Connecticut', ' 1  Massachusetts', ' 1  Nebraska', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
9/4/12,[' '],"[' 1  California', ' 1  Illinois', ' 1  Indiana', ' 1  Iowa', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/7/12,[' '],"[' 3  California', ' 1  Indiana', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/11/12,[' 1  California'],"[' 2  California', ' 1  Indiana', ' 1  Massachusetts', ' 1  New York', ' 1  Virginia']",,,,,,,,[' 1  California'],1,CA,,,,,,,120000000,1
9/14/12,[' '],"[' 1  California', ' 2  Tennessee', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/18/12,[' 1  New York'],"[' 1  Connecticut', ' 1  New York', ' 1  Oregon', ' 2  Virginia']",,,,,,,,[' 1  New York'],1,NY,,,,,,,15000000,1
9/21/12,[' '],"[' 1  Georgia', ' 1  Maryland', ' 1  New York', ' 1  Oklahoma']",,,,,,,,[' '],,,,,,,,,0,0
9/25/12,[' '],"[' 2  California', ' 1  Montana', ' 2  New York', ' 1  Ohio', ' 1  Oklahoma']",,,,,,,,[' '],,,,,,,,,0,0
9/28/12,[' '],"[' 1  California', ' 1  Illinois', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
10/2/12,[' '],"[' 1  Arizona', ' 1  California', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
10/5/12,[' '],"[' 2  California', ' 1  Illinois', ' 1  New Jersey', ' 1  Tennessee', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
10/9/12,[' '],"[' 1  California', ' 1  Illinois', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/12/12,[' '],"[' 1  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 2  Minnesota', ' 1  Nebraska', ' 1  Ohio', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
10/16/12,"[' 1  California', ' 1  Massachusetts']",[' 1  California'],,,,,,,,"[' 1  California', ' 1  Massachusetts']",1,CA,1,MA,,,,,61000000,2
10/19/12,[' '],"[' 1  California', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
10/23/12,[' '],[' 1  Texas'],,,,,,,,[' '],,,,,,,,,0,0
10/26/12,[' '],"[' 1  Colorado', ' 2  New Jersey', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/30/12,[' '],"[' 2  California', ' 1  Georgia', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/2/12,[' 1  New York'],"[' 2  Illinois', ' 1  Pennsylvania', ' 1  Texas']",,,,,,,,[' 1  New York'],1,NY,,,,,,,32000000,1
11/6/12,[' '],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Kansas', ' 1  North Carolina', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/9/12,[' '],"[' 1  California', ' 1  Colorado', ' 2  Illinois', ' 2  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/13/12,[' '],"[' 2  Maryland', ' 1  Michigan', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
11/16/12,[' '],"[' 1  Illinois', ' 1  Indiana', ' 1  Kansas', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
11/20/12,[' '],"[' 2  California', ' 1  Colorado', ' 1  Illinois', ' 1  Ohio', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
11/23/12,[' '],"[' 1  California', ' 1  Colorado', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
11/27/12,[' 1  Georgia'],"[' 1  Georgia', ' 1  Louisiana', ' 1  New Jersey', ' 1  New York', ' 1  Virginia']",,,,,,,,[' 1  Georgia'],1,GA,,,,,,,50000000,1
11/30/12,[' '],"[' 4  California', ' 1  Indiana', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
12/4/12,[' '],"[' 1  Louisiana', ' 1  Maryland', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/7/12,[' '],"[' 1  Maryland', ' 2  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
12/11/12,[' '],[' 1  Pennsylvania'],,,,,,,,[' '],,,,,,,,,0,0
12/14/12,[' 1  California'],"[' 1  Louisiana', ' 1  Ohio']",,,,,,,,[' 1  California'],1,CA,,,,,,,35000000,1
12/18/12,[' '],"[' 1  Arizona', ' 2  California', ' 1  Maryland', ' 2  Michigan', ' 1  New Jersey', ' 1  New York', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
12/21/12,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
12/25/12,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
12/28/12,[' '],"[' 1  Arizona', ' 1  Georgia', ' 1  Maryland', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/1/13,[' '],"[' 1  Illinois', ' 1  Texas', ' 2  Washington']",,,,,,,,[' '],,,,,,,,,0,0
1/4/13,[' '],"[' 1  California', ' 1  Oregon', ' 1  Tennessee', ' 1  West Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/8/13,[' '],"[' 1  Georgia', ' 1  Nebraska', ' 1  South Carolina', ' 1  South Dakota', ' 1  Vermont']",,,,,,,,[' '],,,,,,,,,0,0
1/11/13,[' '],"[' 1  California', ' 1  Illinois', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
1/15/13,[' '],"[' 4  California', ' 1  Maryland', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
1/18/13,[' '],"[' 1  California', ' 1  Delaware', ' 1  Georgia', ' 1  Illinois', ' 1  Michigan', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/22/13,[' '],"[' 2  California', ' 1  Colorado', ' 1  Kansas', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
1/25/13,[' 1  New Jersey'],"[' 2  California', ' 2  Georgia']",,,,,,,,[' 1  New Jersey'],1,NJ,,,,,,,89000000,1
1/29/13,[' '],"[' 1  New York', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
2/1/13,[' '],"[' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
2/5/13,[' 1  Michigan'],"[' 2  California', ' 1  Texas']",,,,,,,,[' 1  Michigan'],1,MI,,,,,,,19000000,1
2/8/13,[' '],"[' 1  California', ' 1  Connecticut', ' 2  Ohio', ' 1  West Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/12/13,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
2/15/13,[' '],"[' 1  Georgia', ' 1  Illinois']",,,,,,,,[' '],,,,,,,,,0,0
2/19/13,[' 1  Maryland'],"[' 1  Arizona', ' 1  Michigan', ' 1  Missouri', ' 1  New Jersey', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' 1  Maryland'],1,MD,,,,,,,26000000,1
2/22/13,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
2/26/13,[' '],"[' 1  California', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/1/13,[' '],"[' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/5/13,[' '],"[' 1  California', ' 1  Georgia']",,,,,,,,[' '],,,,,,,,,0,0
3/8/13,[' '],"[' 1  California', ' 1  Kentucky']",,,,,,,,[' '],,,,,,,,,0,0
3/12/13,[' 1  Ohio'],"[' 1  California', ' 1  Louisiana', ' 1  Maryland', ' 1  New York']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,41000000,1
3/15/13,[' '],"[' 1  California', ' 1  Indiana', ' 2  Pennsylvania', ' 1  Tennessee', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/19/13,[' '],"[' 1  California', ' 1  Colorado', ' 1  Georgia', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/22/13,[' '],"[' 1  Massachusetts', ' 1  New York', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
3/26/13,[' '],"[' 1  Georgia', ' 1  Illinois']",,,,,,,,[' '],,,,,,,,,0,0
3/29/13,[' '],"[' 2  California', ' 1  Illinois', ' 1  Michigan', ' 3  New York', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
4/2/13,[' '],"[' 1  California', ' 1  Georgia', ' 1  Minnesota', ' 1  Oregon', ' 1  South Carolina']",,,,,,,,[' '],,,,,,,,,0,0
4/5/13,[' '],"[' 1  Maryland', ' 1  New Jersey', ' 1  New York', ' 1  Tennessee', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/9/13,[' '],"[' 2  California', ' 1  New Jersey', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
4/12/13,[' '],"[' 1  California', ' 1  Michigan', ' 1  Missouri', ' 3  New York', ' 1  Texas', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
4/16/13,[' '],"[' 1  California', ' 1  Maryland', ' 2  Ohio', ' 2  Rhode Island']",,,,,,,,[' '],,,,,,,,,0,0
4/19/13,[' '],"[' 1  Michigan', ' 1  Missouri', ' 2  New York', ' 1  South Carolina', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/23/13,[' '],"[' 2  California', ' 1  Georgia', ' 1  Maryland', ' 1  Pennsylvania', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
4/26/13,[' '],"[' 2  California', ' 1  Connecticut', ' 1  Illinois', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/30/13,[' '],"[' 1  California', ' 1  Michigan', ' 1  New Jersey', ' 1  New York', ' 1  Pennsylvania', ' 1  South Carolina', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
5/3/13,[' '],"[' 2  California', ' 1  Georgia', ' 1  Illinois', ' 1  Kentucky', ' 1  Maryland', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
5/7/13,[' '],"[' 1  Nebraska', ' 1  Ohio', ' 2  Pennsylvania', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/10/13,[' '],"[' 1  Illinois', ' 2  New York', ' 1  North Carolina', ' 1  Ohio', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
5/14/13,[' '],"[' 1  Delaware', ' 2  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/17/13,"[' 1  New Jersey', ' 1  Virginia']","[' 1  Colorado', ' 1  Iowa', ' 1  Maryland', ' 3  Michigan', ' 3  New Jersey', ' 3  New York', ' 2  Pennsylvania', ' 1  Texas', ' 1  Washington', ' 1  Wisconsin']",,,,,,,,"[' 1  New Jersey', ' 1  Virginia']",1,NJ,1,VA,,,,,190000000,2
5/21/13,[' '],"[' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/24/13,[' '],"[' 2  California', ' 1  Florida', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/28/13,[' '],"[' 1  California', ' 1  Florida', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
5/31/13,[' 1  New Jersey'],"[' 2  California', ' 1  Georgia', ' 1  Louisiana', ' 1  Massachusetts', ' 1  Michigan', ' 2  New York', ' 1  Pennsylvania']",,,,,,,,[' 1  New Jersey'],1,NJ,,,,,,,30000000,1
6/4/13,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
6/7/13,[' '],"[' 1  Massachusetts', ' 2  Michigan', ' 1  South Carolina', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
6/11/13,[' '],"[' 1  Maryland', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
6/14/13,[' '],"[' 1  Indiana', ' 2  New Jersey', ' 1  New York', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
6/18/13,[' '],"[' 1  Georgia', ' 1  Nebraska']",,,,,,,,[' '],,,,,,,,,0,0
6/21/13,[' '],"[' 1  California', ' 2  Illinois', ' 1  New Jersey', ' 1  New York', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
6/25/13,[' '],"[' 1  Arizona', ' 1  California', ' 2  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
6/28/13,[' '],"[' 1  California', ' 1  Florida', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
7/2/13,[' '],"[' 1  New Jersey', ' 2  New York', ' 1  Oklahoma']",,,,,,,,[' '],,,,,,,,,0,0
7/5/13,[' 1  Michigan'],"[' 1  California', ' 1  Missouri', ' 1  New York', ' 1  Ohio']",,,,,,,,[' 1  Michigan'],1,MI,,,,,,,79000000,1
7/9/13,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
7/12/13,[' '],"[' 1  Arkansas', ' 1  Florida', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
7/16/13,[' 1  Texas'],"[' 1  Michigan', ' 1  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' 1  Texas'],1,TX,,,,,,,20000000,1
7/19/13,[' '],[' 2  Illinois'],,,,,,,,[' '],,,,,,,,,0,0
7/23/13,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
7/26/13,[' 1  New Jersey'],"[' 1  New York', ' 1  Texas']",,,,,,,,[' 1  New Jersey'],1,NJ,,,,,,,19000000,1
7/30/13,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
8/2/13,[' '],"[' 1  Arizona', ' 1  California', ' 1  Kentucky', ' 1  New Jersey', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
8/6/13,[' '],"[' 1  California', ' 1  Illinois']",,,,,,,,[' '],,,,,,,,,0,0
8/9/13,[' '],[' 1  Texas'],,,,,,,,[' '],,,,,,,,,0,0
8/13/13,[' '],"[' 1  Michigan', ' 1  Ohio', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
8/16/13,[' '],"[' 1  Arizona', ' 2  Maryland', ' 1  New Jersey', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/20/13,[' '],"[' 1  Arkansas', ' 1  Georgia', ' 1  Missouri', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/23/13,[' '],"[' 1  New York', ' 3  Ohio', ' 1  Washington', ' D.C.']",,,,,,,,[' '],,,,,,,,,0,0
8/27/13,[' '],"[' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/30/13,[' '],"[' 1  Minnesota', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/3/13,[' '],"[' 1  Illinois', ' 1  New Jersey', ' 1  New Mexico']",,,,,,,,[' '],,,,,,,,,0,0
9/6/13,[' '],"[' 1  New Jersey', ' 1  New York', ' 1  North Carolina', ' 1  South Carolina', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/10/13,[' '],"[' 1  California', ' 1  Florida', ' 1  Illinois', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
9/13/13,[' '],"[' 2  California', ' 1  Maryland']",,,,,,,,[' '],,,,,,,,,0,0
9/17/13,[' '],"[' 1  Connecticut', ' 1  Florida', ' 1  Georgia', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Oregon', ' 2  Pennsylvania', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/20/13,[' '],"[' 1  Florida', ' 1  Maryland', ' 1  Michigan', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
9/24/13,[' '],"[' 1  California', ' 1  Florida', ' 1  Georgia', ' 1  Maryland', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/27/13,[' '],"[' 1  Arizona', ' 1  California', ' 1  Illinois', ' 2  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Oklahoma', ' 2  Pennsylvania', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
10/1/13,[' 1  Maryland'],"[' 1  Arkansas', ' 2  California', ' 1  Massachusetts', ' 1  Michigan', ' 1  New Jersey']",,,,,,,,[' 1  Maryland'],1,MD,,,,,,,189000000,1
10/4/13,[' '],"[' 1  Massachusetts', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/8/13,[' '],"[' 1  Arizona', ' 1  California', ' 1  North Carolina', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/11/13,[' '],"[' 2  California', ' 1  Illinois', ' 1  Massachusetts', ' 1  Missouri', ' 1  New Jersey', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
10/15/13,[' '],"[' 1  Maryland', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
10/18/13,[' '],"[' 1  Illinois', ' 1  Iowa', ' 1  Louisiana', ' 1  Pennsylvania', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
10/22/13,[' '],"[' 1  Florida', ' 1  Georgia']",,,,,,,,[' '],,,,,,,,,0,0
10/25/13,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
10/29/13,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
11/1/13,[' '],"[' 1  Kentucky', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
11/5/13,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
11/8/13,[' '],[' 1  Georgia'],,,,,,,,[' '],,,,,,,,,0,0
11/12/13,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
11/15/13,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
11/19/13,[' '],"[' 1  Georgia', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
11/22/13,[' '],"[' 1  New York', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
11/26/13,[' '],"[' 1  Florida', ' 1  Illinois', ' 2  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
11/29/13,[' '],[' 1  Kentucky'],,,,,,,,[' '],,,,,,,,,0,0
12/3/13,[' '],[' 1  Missouri'],,,,,,,,[' '],,,,,,,,,0,0
12/6/13,[' '],"[' 1  Illinois', ' 1  Michigan', ' 1  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
12/10/13,[' '],"[' 1  Connecticut', ' 1  Massachusetts', ' 1  New Jersey', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/13/13,[' '],"[' 1  Colorado', ' 1  Connecticut', ' 2  Florida', ' 2  Michigan', ' 1  New Jersey', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
12/17/13,"[' 1  California', ' 1  Georgia']","[' 2  California', ' 1  Delaware', ' 2  Florida', ' 2  Georgia', ' 1  Illinois', ' 1  Kentucky', ' 1  Maryland', ' 1  Michigan', ' 1  Nebraska', ' 2  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  South Carolina', ' 1  Texas', ' 1  West Virginia']",,,,,,,,"[' 1  California', ' 1  Georgia']",1,CA,1,GA,,,,,636000000,2
12/20/13,[' '],"[' 1  Arizona', ' 1  Massachusetts', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
12/24/13,[' '],"[' 1  Arizona', ' 1  Illinois']",,,,,,,,[' '],,,,,,,,,0,0
12/27/13,[' '],[' 1  Georgia'],,,,,,,,[' '],,,,,,,,,0,0
12/31/13,[' '],[' 1  Washington'],,,,,,,,[' '],,,,,,,,,0,0
1/3/14,[' 1  Tennessee'],[' 1  Pennsylvania'],,,,,,,,[' 1  Tennessee'],1,TN,,,,,,,61000000,1
1/7/14,[' '],[' 1  Maryland'],,,,,,,,[' '],,,,,,,,,0,0
1/10/14,[' '],"[' 1  California', ' 1  Nebraska']",,,,,,,,[' '],,,,,,,,,0,0
1/14/14,[' '],"[' 1  Massachusetts', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
1/17/14,[' '],"[' 1  Maryland', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
1/21/14,[' '],"[' 1  Minnesota', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
1/24/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
1/28/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
1/31/14,[' '],[' 1  Florida'],,,,,,,,[' '],,,,,,,,,0,0
2/4/14,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
2/7/14,[' '],[' 1  West Virginia'],,,,,,,,[' '],,,,,,,,,0,0
2/11/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
2/14/14,[' '],"[' 1  California', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
2/18/14,[' '],[' 1  Florida'],,,,,,,,[' '],,,,,,,,,0,0
2/21/14,[' '],"[' 1  Pennsylvania', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/25/14,[' '],"[' 1  Arizona', ' 1  Maryland']",,,,,,,,[' '],,,,,,,,,0,0
2/28/14,[' '],[' 1  Georgia'],,,,,,,,[' '],,,,,,,,,0,0
3/4/14,[' '],[' 3  California'],,,,,,,,[' '],,,,,,,,,0,0
3/7/14,[' '],"[' 1  Massachusetts', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/11/14,[' '],"[' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/14/14,[' '],"[' 1  Arkansas', ' 1  Florida', ' 2  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/18/14,"[' 1  Florida', ' 1  Maryland']","[' 1  California', ' 2  Florida', ' 1  Illinois', ' 1  Maryland', ' 2  New York', ' 1  Texas']",,,,,,,,"[' 1  Florida', ' 1  Maryland']",1,FL,1,MD,,,,,414000000,2
3/21/14,[' '],[' 1  New Hampshire'],,,,,,,,[' '],,,,,,,,,0,0
3/25/14,[' 1  New York'],[' '],,,,,,,,[' 1  New York'],1,NY,,,,,,,20000000,1
3/28/14,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
4/1/14,[' '],"[' 1  Michigan', ' 1  New Hampshire', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
4/4/14,[' 1  California'],"[' 1  California', ' 1  Georgia']",,,,,,,,[' 1  California'],1,CA,,,,,,,30000000,1
4/8/14,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
4/11/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
4/15/14,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
4/18/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
4/22/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
4/25/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
4/29/14,[' '],[' 1  Maryland'],,,,,,,,[' '],,,,,,,,,0,0
5/2/14,[' '],[' 1  New York'],,,,,,,,[' '],,,,,,,,,0,0
5/6/14,[' '],"[' 1  Florida', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
5/9/14,[' '],"[' 2  California', ' 1  Georgia']",,,,,,,,[' '],,,,,,,,,0,0
5/13/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
5/16/14,[' '],"[' 1  Illinois', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/20/14,[' 1  Pennsylvania'],[' 1  Michigan'],,,,,,,,[' 1  Pennsylvania'],1,PA,,,,,,,149000000,1
5/23/14,[' '],[' 1  Florida'],,,,,,,,[' '],,,,,,,,,0,0
5/27/14,[' '],"[' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
5/30/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
6/3/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
6/6/14,[' '],"[' 1  Georgia', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
6/10/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
6/13/14,[' 1  Michigan'],[' 1  Virginia'],,,,,,,,[' 1  Michigan'],1,MI,,,,,,,66000000,1
6/17/14,[' '],[' 1  Texas'],,,,,,,,[' '],,,,,,,,,0,0
6/20/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
6/24/14,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
6/27/14,[' 1  Texas'],[' '],,,,,,,,[' 1  Texas'],1,TX,,,,,,,33000000,1
7/1/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
7/4/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
7/8/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
7/11/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
7/15/14,[' '],[' 1  Kentucky'],,,,,,,,[' '],,,,,,,,,0,0
7/18/14,[' '],[' 1  Oregon'],,,,,,,,[' '],,,,,,,,,0,0
7/22/14,[' '],[' 1  Ohio'],,,,,,,,[' '],,,,,,,,,0,0
7/25/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
7/29/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
8/1/14,[' '],"[' 1  California', ' 1  Iowa']",,,,,,,,[' '],,,,,,,,,0,0
8/5/14,[' '],"[' 3  California', ' 1  Michigan']",,,,,,,,[' '],,,,,,,,,0,0
8/8/14,[' '],"[' 1  Florida', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
8/12/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
8/15/14,[' '],[' 1  Illinois'],,,,,,,,[' '],,,,,,,,,0,0
8/19/14,[' '],"[' 1  New Jersey', ' 1  South Carolina']",,,,,,,,[' '],,,,,,,,,0,0
8/22/14,[' 1  California'],[' 1  Pennsylvania'],,,,,,,,[' 1  California'],1,CA,,,,,,,180000000,1
8/26/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
8/29/14,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
9/2/14,[' '],"[' 1  Arizona', ' 1  Florida', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
9/5/14,[' '],"[' 1  Florida', ' 1  Georgia', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
9/9/14,[' '],"[' 1  Washington', ' D.C.']",,,,,,,,[' '],,,,,,,,,0,0
9/12/14,[' '],[' 1  Florida'],,,,,,,,[' '],,,,,,,,,0,0
9/16/14,[' '],"[' 2  California', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
